"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"JRBE6PFV","magazineArticle","2017","Robischon, Noah","Amazon’s Grocery Ambitions Are Far Bigger Than Whole Foods","Fast Company","","","","https://www.fastcompany.com/40432297/amazons-grocery-ambitions-are-far-bigger-than-whole-foods?partner=rss&utm_source=feedburner&utm_medium=feed&utm_campaign=feedburner+fastcompany&utm_content=feedburner","","2017-06-16","2017-07-09 01:45:23","2019-09-23 17:57:44","2017-07-09 01:45:23","","","","","","","","","","","","","","","","","","","","","","","F:\zotero\storage\X7STCCF7\amazons-grocery-ambitions-are-far-bigger-than-whole-foods.html; ","https://www.fastcompany.com/40432297/amazons-grocery-ambitions-are-far-bigger-than-whole-foods?partner=rss&utm_source=feedburner&utm_medium=feed&utm_campaign=feedburner+fastcompany&utm_content=feedburner","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"KBXFEBQJ","webpage","","","Infographic: Where Amazon Impacts Most on People Shopping at Stores","Statista Infographics","","","","https://www.statista.com/chart/10305/consumers-who-shop-less-often-at-retail-stores-because-of-amazon/","This chart shows the share of consumers in selected countries who shop less often at retail stores because of Amazon","","2017-07-18 16:02:01","2017-12-18 22:32:26","2017-07-18 16:02:01","","","","","","","Infographic","","","","","","","","","","","","","","","","F:\zotero\storage\JQ6TBHZZ\consumers-who-shop-less-often-at-retail-stores-because-of-amazon.html; F:\zotero\storage\WFCHQRTE\consumers-who-shop-less-often-at-retail-stores-because-of-amazon.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"KPU2D3EG","blogPost","","Staley, Oliver","Amazon’s acquisition of Whole Foods is the game-changer","Quartz","","","","https://qz.com/1008235/amazons-acquisition-of-whole-foods-is-the-game-changer/","Supermarkets have barely changed since 1930. Enter Amazon.","","2017-07-06 05:56:27","2019-09-23 17:58:22","2017-07-06 05:56:27","","","","","","","","","","","","","","","","","","","","","","","F:\zotero\storage\HU529GHB\amazons-acquisition-of-whole-foods-is-the-game-changer.html; ","https://qz.com/1008235/amazons-acquisition-of-whole-foods-is-the-game-changer/","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MP92WAIZ","newspaperArticle","2017","Soper, Spencer; Sherman, Alex","Amazon Robots Poised to Revamp How Whole Foods Runs Warehouses","Bloomberg.com","","","","https://www.bloomberg.com/news/articles/2017-06-26/amazon-robots-poised-to-revamp-how-whole-foods-runs-warehouses","The retailer could bring its distribution technology to the grocery chain","2017-06-26","2017-07-02 20:39:45","2019-09-23 14:15:11","2017-07-02 20:39:45","","","","","","","","","","","","","","","","","","","www.bloomberg.com","","","","F:\zotero\storage\MPBB3TJ2\amazon-robots-poised-to-revamp-how-whole-foods-runs-warehouses.html","","","Technology; world","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"N5A7ZIU9","magazineArticle","2017","Pandolph, Stephanie","THE FREE SHIPPING REPORT: How this pervasive perk is eating away at margins, and the strategies retailers can adopt to compete with Amazon","Business Insider","","","","http://www.businessinsider.com/the-free-shipping-report-2017-5","This is a preview of a research report from BI...","2017-05-31","2017-07-12 22:32:06","2019-09-23 17:56:22","2017-07-12 22:32:06","","","","","","","THE FREE SHIPPING REPORT","","","","","","","","","","","","","","","","F:\zotero\storage\KCCXXERX\the-free-shipping-report-2017-5.html; ","http://www.businessinsider.com/the-free-shipping-report-2017-5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NPS7KE27","webpage","2017","Statt, Nick","Zume’s robot pizzeria could be the future of workplace automation","The Verge","","","","https://www.theverge.com/2017/6/28/15882852/zume-pizza-doughboy-robot-automation-future-food-delivery","Zume Pizza, a food delivery startup in the San Francisco Bay Area, is expanding to a new location in the heart of Silicon Valley — with the help of robotic companions. The company, which starting...","2017-06-28","2017-07-02 20:34:28","2019-09-23 17:58:31","2017-07-02 20:34:28","","","","","","","","","","","","","","","","","","","","","","","F:\zotero\storage\M7G7VB3T\zume-pizza-doughboy-robot-automation-future-food-delivery.html; ","https://www.theverge.com/2017/6/28/15882852/zume-pizza-doughboy-robot-automation-future-food-delivery","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PNKFDQ5W","report","2016","LaVecchia, Olivia; Mitchell, Stacy","Amazon’s Stranglehold: How the Company’s Tightening Grip Is Stifling Competition, Eroding Jobs, and Threatening Communities","","","","","https://ilsr.org/wp-content/uploads/2016/11/ILSR_AmazonReport_final.pdf","","2016-11","2017-07-02 21:22:22","2019-09-23 17:55:40","2017-07-02 21:20:26","","","","","","","","","","","","Institute for Local Self-Reliance","","","","","","","","","","","F:\zotero\storage\N2SGW8H2\ILSR_AmazonReport_final.pdf; ","https://ilsr.org/wp-content/uploads/2016/11/ILSR_AmazonReport_final.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SBMQ78AC","magazineArticle","2017","Yglesias, Matthew","The real reason Amazon buying Whole Foods terrifies the competition","Vox","","","","https://www.vox.com/policy-and-politics/2017/6/20/15824718/amazon-whole-foods-profit-margin","Amazon’s zero-profit strategy is a disaster for anyone who goes up against it.","2017-06-20","2017-07-06 05:50:37","2019-09-23 18:00:13","2017-07-06 05:50:37","","","","","","","","","","","","","","","","","","","","","","","F:\zotero\storage\4B6ZRVZA\amazon-whole-foods-profit-margin.html; ","https://www.vox.com/policy-and-politics/2017/6/20/15824718/amazon-whole-foods-profit-margin","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SGJ7VZG7","report","2016","Stanton, Taylor","Holiday update: Amazon's marketshare is up and so is shipping speed","","","","","https://intelligence.slice.com/holiday-update-amazons-marketshare-is-up-and-so-is-shipping-speed/","New holiday data from Slice Intelligence shows 46 percent of last week's online spending was with Amazon.com. Shipping speeds have also increased last week","2016-12-22","2017-07-08 21:05:49","2019-09-23 17:58:28","2017-07-08 21:05:49","","","","","","","holiday update","","","","","Slice Intelligence","","","","","","","","","","","F:\zotero\storage\GMWNM4SX\holiday-update-amazons-marketshare-is-up-and-so-is-shipping-speed.html; ","https://intelligence.slice.com/holiday-update-amazons-marketshare-is-up-and-so-is-shipping-speed/","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SGUTM95F","magazineArticle","2017","Kessler, Sarah; Kessler, Sarah","As Amazon purchases Whole Foods, don’t fear for the cashier. Fear for the supermarket","Quartz","","","","https://qz.com/1008997/amazons-plan-to-buy-whole-foods-may-threaten-cashier-jobs-but-that-misses-the-bigger-picture-for-workers/","Would you call the telephone a technology for replacing telegraph operators?","2017-06-18","2017-07-06 05:52:04","2019-09-23 17:55:16","2017-07-06 05:52:04","","","","","","","","","","","","","","","","","","","","","","","F:\zotero\storage\9XDJ6S9F\amazons-plan-to-buy-whole-foods-may-threaten-cashier-jobs-but-that-misses-the-bigger-picture-fo.html; ","https://qz.com/1008997/amazons-plan-to-buy-whole-foods-may-threaten-cashier-jobs-but-that-misses-the-bigger-picture-for-workers/","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"T2BNHQ55","blogPost","","Kanter, Zack","Why Amazon is eating the world","TechCrunch","","","","http://social.techcrunch.com/2017/05/14/why-amazon-is-eating-the-world/","I recently co-founded a software startup. Each month, I send out an update to our investors. But the past month was a bit different. Instead of just writing..","","2017-07-03 20:32:53","2019-09-23 17:54:45","2017-07-03 20:32:53","","","","","","","","","","","","","","","","","","","","","","","F:\zotero\storage\QPNWTTSG\why-amazon-is-eating-the-world.html; ","https://techcrunch.com/2017/05/14/why-amazon-is-eating-the-world/","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TG3BNGBD","magazineArticle","2017","Maze, Jonathan","Kiosks are no labor savior","Nation's Restaurant News","","","","http://www.nrn.com/operations/kiosks-are-no-labor-savior","Blog: Despite some reports, McDonald’s not cutting labor by adding touchscreens","2017-06-26","2017-07-02 21:09:09","2019-09-23 21:20:21","2017-07-02 21:09:09","","","","","","","","","","","","","","","","","","","","","","","F:\zotero\storage\PMK2BIAP\kiosks-are-no-labor-savior.html; ","http://www.nrn.com/operations/kiosks-are-no-labor-savior","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TQ4KFCKF","report","2017","","Amazon Prime Reaches 85 Million US Members","","","","","http://files.constantcontact.com/150f9af2201/1ade4980-7297-467a-86b5-d6a4b93371e4.pdf","","2017-07-06","2017-07-12 22:35:01","2019-09-23 18:01:03","2017-07-12 22:34:43","","","","","","","","","","","","Consumer Intelligence Research Partners","","","","","","","","","","","F:\zotero\storage\85TSWI9F\1ade4980-7297-467a-86b5-d6a4b93371e4.pdf; ","http://files.constantcontact.com/150f9af2201/1ade4980-7297-467a-86b5-d6a4b93371e4.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TU25TE3M","webpage","2017","Singleton, Micah","Amazon Prime Wardrobe will let you try on clothes before you buy them","The Verge","","","","https://www.theverge.com/2017/6/20/15837656/amazon-prime-wardrobe-try-clothes-before-you-buy","Amazon is launching Prime Wardrobe, a new program that will let you try on clothes before you buy them. Once you select at least three Prime Wardrobe-eligible pieces from over a million clothing...","2017-06-20","2017-07-11 18:14:27","2017-07-11 18:14:27","2017-07-11 18:14:27","","","","","","","","","","","","","","","","","","","","","","","F:\zotero\storage\R296JA9H\amazon-prime-wardrobe-try-clothes-before-you-buy.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"UCUQQE77","magazineArticle","4","Anderson, Chris","The Long Tail","WIRED","","","","https://www.wired.com/2004/10/tail/","Forget squeezing millions from a few megahits at the top of the charts. The future of entertainment is in the millions of niche markets at the shallow end of the bitstream.","0004-10-01","2017-07-12 22:20:51","2019-09-23 17:49:45","2017-07-12 22:20:51","","","","","","","","","","","","","","","","","","","","","","","F:\zotero\storage\Q5W4EK67\tail.html; ","https://www.wired.com/2004/10/tail/","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"VCNCCVC9","magazineArticle","2017","Frizzell, Sara","Iqaluit residents live in fear of losing Amazon Prime's free shipping","CBC News","","","","http://www.cbc.ca/news/canada/north/iqaluit-amazon-prime-1.4193665","Despite government food subsidy programs, people in Iqaluit can often find groceries cheaper online than in local stores.","2017-07-10","2017-07-14 16:15:36","2019-09-23 21:21:08","2017-07-14 16:15:36","","","","","","","","","","","","","","","","","","","","","","","F:\zotero\storage\GMMRUQBB\iqaluit-amazon-prime-1.html; ","http://www.cbc.ca/news/canada/north/iqaluit-amazon-prime-1.4193665","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"WGPWRPH4","newspaperArticle","2017","Soper, Spencer","Amazon Will Sell Nike Shoes Directly Through Brand Registry","Bloomberg.com","","","","https://www.bloomberg.com/news/articles/2017-06-21/amazon-said-to-sell-nike-shoes-directly-through-brand-registry","","2017-06-21","2017-07-16 19:41:37","2019-09-23 17:58:13","2017-07-16 19:41:37","","","","","","","","","","","","","","","","","","","www.bloomberg.com","","","","F:\zotero\storage\CZZZAITR\amazon-said-to-sell-nike-shoes-directly-through-brand-registry.html; ","https://www.bloomberg.com/news/articles/2017-06-21/amazon-said-to-sell-nike-shoes-directly-through-brand-registry","","Technology","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"WZKKUAI9","webpage","2017","Borthwick, Graham","Amazon’s real threat to freight forwarders – the pieces are falling into place","LinkedIn Pulse","","","","https://www.linkedin.com/pulse/amazons-real-threat-freight-forwarders-pieces-falling-borthwick","This article by Zack Kanter at Techcrunch does a great job of laying out why Amazon is in such a defensible position and how its vertical integration","2017-05-18","2017-07-03 20:51:36","2019-09-23 17:51:18","2017-07-03 20:51:36","","","","","","","","","","","","","","","","","","","","","","","F:\zotero\storage\WQZQBFKD\amazons-real-threat-freight-forwarders-pieces-falling-borthwick.html; ","https://www.linkedin.com/pulse/amazons-real-threat-freight-forwarders-pieces-falling-borthwick","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"XZDB7DPC","magazineArticle","2016","Bowman, Jeremy","Is This the Real Reason Why Amazon.com Wants Its Own Delivery Service? -","The Motley Fool","","","","https://www.fool.com/investing/general/2016/02/15/is-this-the-real-reason-why-amazoncom-wants-its-ow.aspx","Problems with its delivery partners seem to explain why Amazon is investing in its own logistics service.","2016-02-15","2017-07-09 22:51:25","2019-09-23 17:51:19","2017-07-09 22:51:25","","","","","","","Is This the Real Reason Why Amazon.com Wants Its Own Delivery Service?","","","","","","","","","","","","","","","","F:\zotero\storage\RMESXECS\is-this-the-real-reason-why-amazoncom-wants-its-ow.html; ","https://www.fool.com/investing/general/2016/02/15/is-this-the-real-reason-why-amazoncom-wants-its-ow.aspx","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"K2XXDEC8","magazineArticle","2017","Thomas, Lauren","This chart shows how quickly Amazon is 'eating the retail world'","CNBC","","","","https://www.cnbc.com/2017/07/07/amazon-is-eating-the-retail-world.html","Amazon's share of retail sales across the U.S. in key categories is about to accelerate, MKM Partners' Rob Sanderson writes.","2017-07-07","2017-09-16 14:49:38","2019-09-23 17:59:11","2017-09-16 14:49:38","","","","","","","","","","","","","","","","","","","","","","","F:\zotero\storage\FVMMBCTG\amazon-is-eating-the-retail-world.html; ","https://www.cnbc.com/2017/07/07/amazon-is-eating-the-retail-world.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IUVIWQ8F","newspaperArticle","2017","Casselman, Ben","A Start-Up Slump Is a Drag on the Economy. Big Business May Be to Blame.","The New York Times","","0362-4331","","https://www.nytimes.com/2017/09/20/business/economy/startup-business.html","The formation of new companies has failed to bounce back since the recession, and economists say the trend may be holding back wages and productivity.","2017-09-20","2017-09-22 18:36:12","2019-09-23 17:51:56","2017-09-22 18:36:12","","","","","","","","","","","","","","en-US","","","","","NYTimes.com","","","","F:\zotero\storage\XTVTPZAC\startup-business.html; ","https://www.nytimes.com/2017/09/20/business/economy/startup-business.html?ref=dealbook&_r=1","","Labor and Jobs; United States Economy; Productivity; Entrepreneurship; Start-ups; Census Bureau","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Economy","","","",""
"T4TX4D5C","newspaperArticle","2017","Kang, Cecilia","Internet Giants Face New Political Resistance in Washington - The New York Times","New York Times","","","","https://www.nytimes.com/2017/09/20/technology/internet-giants-face-new-political-resistance-in-washington.html?action=click&contentCollection=Economy&module=RelatedCoverage&region=Marginalia&pgtype=article","","2017-09-20","2017-09-22 18:38:32","2019-09-23 17:56:59","2017-09-22 18:38:32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PESMEG85","newspaperArticle","2017","Crawford, Bill","Is Amazon becoming the new local job killer?","sunherald","","","","http://www.sunherald.com/opinion/other-voices/article178774886.html","At least Walmart hires local folks and pays local and state taxes.","2017-10-15","2017-10-16 17:15:24","2019-09-23 17:52:30","2017-10-16 17:15:24","","","","","","","","","","","","","","","","","","","","","","","F:\zotero\storage\XC9BZ4SC\article178774886.html; ","http://www.sunherald.com/opinion/other-voices/article178774886.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"XMFPHXAJ","newspaperArticle","2017","Moon, Mariella","Amazon is thinking of selling medicine online","Engadget","","","","https://www.engadget.com/2017/10/07/cnbc-amazon-online-pharmacy/","Amazon is reportedly thinking of breaking into the pharmacy biz.","2017-10-07","2017-10-16 17:27:00","2019-09-23 17:56:14","2017-10-16 17:27:00","","","","","","","","","","","","","","","","","","","","","","","F:\zotero\storage\4JF4PN62\cnbc-amazon-online-pharmacy.html; ","https://www.engadget.com/2017/10/07/cnbc-amazon-online-pharmacy/","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"XEES9VUZ","newspaperArticle","2017","Liao, Shannon","Amazon wants its own delivery service to rival FedEx and UPS","The Verge","","","","https://www.theverge.com/2017/10/5/16433110/amazon-delivery-service-test-seller-flex-ups-fedex-competition","Amazon is testing a new delivery service that could reduce overcrowding in its factory warehouses and bring two-day Prime shipping to more of its products, according to a report from Bloomberg...","2017-10-05","2017-10-16 17:30:15","2019-09-23 17:55:52","2017-10-16 17:30:15","","","","","","","","","","","","","","","","","","","","","","","F:\zotero\storage\5P2JKVSG\amazon-delivery-service-test-seller-flex-ups-fedex-competition.html; ","https://www.theverge.com/2017/10/5/16433110/amazon-delivery-service-test-seller-flex-ups-fedex-competition","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9HNFBF3M","newspaperArticle","2017","Vincent, James","Watch Amazon’s Prime Air drone make its first demo delivery in the US","The Verge","","","","https://www.theverge.com/2017/3/24/15047424/amazon-prime-air-drone-delivery-public-us-test-mars","Amazon has been testing its Prime Air delivery drones for years now, but this week IT made its first public demo of the system in the US. A Prime Air drone dropped off some bottles of sunscreen for...","2017-03-24","2017-10-16 17:31:36","2019-09-23 17:59:32","2017-10-16 17:31:36","","","","","","","","","","","","","","","","","","","","","","","F:\zotero\storage\T3B8U4KN\amazon-prime-air-drone-delivery-public-us-test-mars.html; ","https://www.theverge.com/2017/3/24/15047424/amazon-prime-air-drone-delivery-public-us-test-mars","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2RNDNAJP","webpage","2016","Statt, Nick","Amazon is leasing more Boeing cargo planes to expand its shipping network","The Verge","","","","https://www.theverge.com/2016/5/5/11599702/amazon-atlas-air-boeing-cargo-aircraft-lease-shipping","Amazon has reached an agreement with cargo airline Atlas Air Worldwide to lease 20 Boeing 767s to better help it ferry products around the US. The deal, announced today to coincide with Atlas's...","2016-05-05","2017-10-16 17:31:56","2019-09-23 17:58:30","2017-10-16 17:31:56","","","","","","","","","","","","","","","","","","","","","","","F:\zotero\storage\M9TFEV56\amazon-atlas-air-boeing-cargo-aircraft-lease-shipping.html; ","https://www.theverge.com/2016/5/5/11599702/amazon-atlas-air-boeing-cargo-aircraft-lease-shipping","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BE8324VW","magazineArticle","2017","Ranger, Steve","​Watch out Windows, Android, and iOS: Amazon's Alexa is turning into the next big operating system","ZDNet","","","","http://www.zdnet.com/article/watch-out-windows-android-and-ios-amazons-alexa-is-turning-into-the-next-big-operating-system/","Amazon is spreading the reach of Alexa further and faster than its rivals, which is going to have big implications.","2017-09-28","2017-10-16 17:52:29","2017-10-24 13:19:37","2017-10-16 17:52:29","","","","","","","​Watch out Windows, Android, and iOS","","","","","","","","","","","","","","","","F:\zotero\storage\R2CZRV28\watch-out-windows-android-and-ios-amazons-alexa-is-turning-into-the-next-big-operating-system.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HFWDFVZW","magazineArticle","2017","Levy, Nat","5,000 people are working to make Amazon’s digital assistant Alexa smarter, with more to come","GeekWire","","","","https://www.geekwire.com/2017/5000-people-working-make-amazons-digital-assistant-alexa-smarter-come/","Amazon said Wednesday at an event unveiling the next generation Echo device that it has the equivalent of a small town of people — more than 5,000 — working on the company’s digital assistant, Alexa.","2017-09-27","2017-10-16 18:05:44","2019-09-23 17:55:50","2017-10-16 18:05:44","","","","","","","","","","","","","","","","","","","","","","","F:\zotero\storage\TJAAM7FD\5000-people-working-make-amazons-digital-assistant-alexa-smarter-come.html; ","https://www.geekwire.com/2017/5000-people-working-make-amazons-digital-assistant-alexa-smarter-come/","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"WDDBGGFI","magazineArticle","2017","Soper, Taylor","Amazon has 76% smart home speaker U.S. market share as Echo unit sales reach 15M, new study finds","GeekWire","","","","https://www.geekwire.com/2017/amazon-75-smart-home-speaker-u-s-market-share-echo-unit-sales-reach-15m-new-study-finds/","Amazon still has a tight grip on the U.S., home smart speaker market. Consumer Intelligence Research Partners (CIRP) published a new report today from its latest “home automation devices” study that…","2017-09-18","2017-10-16 18:31:20","2019-09-23 17:58:16","2017-10-16 18:31:20","","","","","","","","","","","","","","","","","","","","","","","F:\zotero\storage\W2NW9JFT\amazon-75-smart-home-speaker-u-s-market-share-echo-unit-sales-reach-15m-new-study-finds.html; ","https://www.geekwire.com/2017/amazon-75-smart-home-speaker-u-s-market-share-echo-unit-sales-reach-15m-new-study-finds/","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NPU6CPZI","webpage","2017","Matthews, Christopher","""Amazon effect"" hits retailers around the globe","Axios","","","","https://www.axios.com/the-amazon-effect-hits-retailers-around-the-globe-2490519449.html","Investors are dumping retailers far from the U.S.","2017-09-28","2017-10-16 18:36:15","2019-09-23 17:56:00","2017-10-16 18:36:15","","","","","","","","","","","","","","","","","","","","","","","F:\zotero\storage\E77I8CV6\the-amazon-effect-hits-retailers-around-the-globe-2490519449.html; ","https://www.axios.com/the-amazon-effect-hits-retailers-around-the-globe-2490519449.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"V85SBKPS","newspaperArticle","2017","Gonzalez, Angel","Amazon’s robots: Job destroyers or dance partners?","Seattle Times","","","","http://www.myajc.com/technology/amazon-robots-job-destroyers-dance-partners/SHrhd9c4obHVlduBiBZPTM/","NORTH READING, Mass. &mdash; Every day is graduation day at Amazon Robotics.","2017-09-21","2017-10-17 02:13:32","2019-09-23 17:53:37","2017-10-17 02:13:32","","","","","","","Amazon’s robots","","","","","","","","","","","","","","","","F:\zotero\storage\H55I6ZV4\SHrhd9c4obHVlduBiBZPTM.html; ","http://www.myajc.com/technology/amazon-robots-job-destroyers-dance-partners/SHrhd9c4obHVlduBiBZPTM/","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"E9ZWUBK4","magazineArticle","2017","Newman, Jared","Amazon is still crushing the smart speaker market, but there’s some good news for Google","Fast Company","","","","https://www.fastcompany.com/40469363/amazon-is-still-crushing-the-smart-speaker-market-but-theres-some-good-news-for-google","Google Home has carved out a healthy chunk of the connected speaker market over the last year, but it’s still far behind Amazon’s Echo, according to Consumer Intelligence Research Partners. From a survey of 300 connected speaker owners, the firm estimates that Amazon holds 76% percent of the current installed base, versus 24% for Google Home. That’s …  <a href=""https://www.fastcompany.com/40469363/amazon-is-still-crushing-the-smart-speaker-market-but-theres-some-good-news-for-google"" class=""more-link"">Continue reading “Amazon is still crushing the smart speaker market, but there’s some good news for Google”</a>","2017-09-18","2017-10-17 13:51:59","2017-10-24 13:05:34","2017-10-17 13:51:59","","","","","","","","","","","","","","","","","","","","","","","F:\zotero\storage\MKUFNGRN\amazon-is-still-crushing-the-smart-speaker-market-but-theres-some-good-news-for-google.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Q9CBIXPX","document","1997","Bezos, Jeff","Amazon Letter to Shareholders","","","","","http://media.corporate-ir.net/media_files/irol/97/97664/reports/Shareholderletter97.pdf","","1997","2017-10-19 14:50:17","2017-10-19 14:51:01","2017-10-19 14:49:57","","","","","","","","","","","","","","","","","","","","","","","F:\zotero\storage\FW35SECJ\Shareholderletter97.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4MW5A5S5","newspaperArticle","2017","Corkery, Michael","Walmart Puts Its Eggs in a Time-Saving Basket: Grocery Pickup","The New York Times","","0362-4331","","https://www.nytimes.com/2017/10/05/business/walmart-grocery-pickup.html","Seeking an edge against Amazon, the retail giant is pushing a service that delivers your order to your car. Customers never have to step inside the store.","2017-10-05","2017-10-24 13:12:18","2017-10-24 13:12:37","2017-10-24 13:12:18","","","","","","","Walmart Puts Its Eggs in a Time-Saving Basket","","","","","","","en-US","","","","","NYTimes.com","","","","F:\zotero\storage\E4V5H55K\walmart-grocery-pickup.html","","","Amazon.com Inc; Walmart Stores Inc; Shopping and Retail; Supermarkets and Grocery Stores","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Business Day","","","",""
"3PMSQTSH","newspaperArticle","2017","Sorkin, Andrew Ross","E-Commerce as a Jobs Engine? One Economist’s Unorthodox View","The New York Times","","0362-4331","","https://www.nytimes.com/2017/07/10/business/dealbook/e-commerce-jobs-retailing.html","The common refrain is that Amazon and other e-tailers are killing retail jobs, but one new statistical analysis begs to differ.","2017-07-10","2017-10-03 00:00:49","2019-09-23 17:58:18","2017-10-03 00:00:49","","","","","","","E-Commerce as a Jobs Engine?","","","","","","","en-US","","","","","NYTimes.com","","","","F:\zotero\storage\ACFWHGKI\e-commerce-jobs-retailing.html; ","https://www.nytimes.com/2017/07/10/business/dealbook/e-commerce-jobs-retailing.html?_r=0","","Economics (Theory and Philosophy); E-Commerce; Progressive Policy Institute","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","DealBook","","","",""
"25WHES2L","blogPost","2017","Taylor, Timothy","The Amazon Effect","CONVERSABLE ECONOMIST","","","","http://conversableeconomist.blogspot.com/2017/11/the-amazon-effect.html","","2017-11-24","2017-11-24 15:44:56","2019-05-21 18:15:39","2017-11-24 15:44:56","","","","","","","CONVERSABLE ECONOMIST","","","","","","","","","","","","","","","","F:\zotero\storage\EYGKKK5A\the-amazon-effect.html; F:\zotero\storage\9XS59J9Y\the-amazon-effect.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"YN5R3F3U","webpage","2017","Carr, Austin; Carr, Austin; Carr, Austin","The Future Of Retail In The Age Of Amazon","Fast Company","","","","https://www.fastcompany.com/40491567/the-future-of-retail-in-the-age-of-amazon","As Jeff Bezos’s juggernaut continues to grow, forward-thinking competitors are finding creative ways to succeed—and be what Amazon can never be.","2017-11-24","2017-11-24 15:46:16","2017-11-24 15:46:16","2017-11-24 15:46:16","","","","","","","","","","","","","","","","","","","","","","","F:\zotero\storage\JQCR3TDR\the-future-of-retail-in-the-age-of-amazon.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
